Demo_Task,Fiscal_Period,ESG_Record_ID,Linked_GL_Txn_ID,Entity,Cost_Center,Cost_Center_Name,ESG_Category,Account_Code,Account_Name,Supplier,Invoice_Number,PO_Number,Spend_AUD,Sustainability_KPI,KPI_Target,KPI_Actual,KPI_Attainment_Percent,Carbon_tCO2e,Renewable_Source_Percent,Supplier_ESG_Score,Working_Capital_Impact_AUD,Margin_Impact_Points,Misclassification_Flag,Leakage_Flag,Disclosure_Evidence_Status,Audit_Readiness,Recommended_Action,Approval_Required,Source_File_Target
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0763,TXN006971,PNG01,QLD,Queensland Operations,Waste reduction,5600,Telecommunications,EcoVadis,BOB-ESG-0763,PO-ESG-7214,12987.68,waste_kg_reduced,936.98,1092.96,116.6,132.73,4.0,90,65034.4,-0.53,No,None,Complete,Ready,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0764,TXN006972,FJI01,WA,Western Australia Operations,Carbon offsets,5300,Professional Services,Sustainable Packaging Co,BOB-ESG-0764,PO-ESG-2766,117347.63,supplier_score,306.27,292.24,95.4,50.77,82.2,58,-49360.33,0.34,Yes,ESG spend posted to non-ESG account or missing KPI link,Complete,Partial,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0765,TXN006973,PNG01,NT,Northern Territory Operations,Compliance assurance,5320,Audit Fees,Climate Active Advisor,BOB-ESG-0765,PO-ESG-9866,19850.14,renewable_kwh,754.86,735.32,97.4,398.49,27.4,79,40956.97,0.02,Yes,ESG spend posted to non-ESG account or missing KPI link,Missing,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0766,TXN006974,PNG01,TAS,Tasmania Operations,Renewable sourcing premium,6000,Cost of Goods Sold,Sustainable Packaging Co,BOB-ESG-0766,PO-ESG-7960,83401.58,supplier_score,693.5,620.03,89.4,214.89,15.1,69,57770.29,-0.14,Yes,ESG spend posted to non-ESG account or missing KPI link,Complete,Ready,Reclassify and link to KPI evidence,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0767,TXN006975,PNG01,HR,Human Resources,Sustainable packaging,6010,Direct Materials,EcoVadis,BOB-ESG-0767,PO-ESG-1044,53652.75,tCO2e avoided,857.71,910.28,106.1,342.79,92.7,59,22538.98,-0.31,No,None,Missing,Ready,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0768,TXN006976,PNG01,WA,Western Australia Operations,Renewable sourcing premium,6000,Cost of Goods Sold,Climate Active Advisor,BOB-ESG-0768,PO-ESG-1762,5116.84,waste_kg_reduced,455.67,300.32,65.9,256.42,60.2,46,-3231.73,-0.05,No,None,Partial,Partial,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0769,TXN006977,FJI01,NT,Northern Territory Operations,Compliance assurance,5320,Audit Fees,Sustainable Packaging Co,BOB-ESG-0769,PO-ESG-6595,73568.92,audit_evidence_count,189.45,176.08,92.9,186.74,12.2,69,59000.24,0.28,No,None,Missing,Ready,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0770,TXN006978,NZL01,SA,South Australia Operations,Waste reduction,5600,Telecommunications,Energy Australia,BOB-ESG-0770,PO-ESG-8679,81178.69,audit_evidence_count,230.29,216.09,93.8,384.98,28.6,57,-28806.76,0.23,No,None,Missing,Partial,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0771,TXN006979,AUS01,OPS,Operations & Logistics,Fleet emissions,5400,Travel,Origin Energy,BOB-ESG-0771,PO-ESG-1668,89285.97,waste_kg_reduced,943.46,965.92,102.4,232.27,34.5,55,-25625.83,-0.05,Yes,ESG spend posted to non-ESG account or missing KPI link,Partial,Ready,Reclassify and link to KPI evidence,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0772,TXN006980,FJI01,OPS,Operations & Logistics,Sustainable packaging,6010,Direct Materials,Carbon Neutral Pty Ltd,BOB-ESG-0772,PO-ESG-3109,67270.9,tCO2e avoided,564.41,533.25,94.5,451.54,42.5,89,-3778.43,-0.06,No,None,Partial,Ready,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0773,TXN006981,PNG01,MKT,Marketing & Sales,Sustainable packaging,6010,Direct Materials,Sustainable Packaging Co,BOB-ESG-0773,PO-ESG-8496,84469.12,renewable_kwh,789.69,977.51,123.8,535.6,29.4,62,34657.58,-0.69,No,None,Partial,Partial,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0774,TXN006982,AUS01,CORP,Corporate Head Office,Supplier ESG premium,6010,Direct Materials,Green Freight,BOB-ESG-0774,PO-ESG-6650,56595.32,supplier_score,604.7,408.67,67.6,433.87,78.1,56,42806.57,-0.45,No,None,Missing,Partial,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0775,TXN006983,AUS01,HR,Human Resources,Sustainable packaging,6010,Direct Materials,Sustainable Packaging Co,BOB-ESG-0775,PO-ESG-7354,112894.91,supplier_score,617.83,536.13,86.8,320.54,13.4,75,-9703.85,-0.5,No,None,Complete,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0776,TXN006984,NZL01,R&D,Research & Development,Sustainable packaging,6010,Direct Materials,Green Freight,BOB-ESG-0776,PO-ESG-6366,86742.42,waste_kg_reduced,573.03,680.48,118.8,449.4,68.3,47,28821.39,-0.1,Yes,ESG spend posted to non-ESG account or missing KPI link,Missing,Partial,Reclassify and link to KPI evidence,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0777,TXN006985,PNG01,ACT,Australian Capital Territory,Renewable sourcing premium,6000,Cost of Goods Sold,Sustainable Packaging Co,BOB-ESG-0777,PO-ESG-6184,64115.5,tCO2e avoided,648.74,621.16,95.7,505.62,69.8,95,39760.96,0.31,Yes,ESG spend posted to non-ESG account or missing KPI link,Missing,Ready,Reclassify and link to KPI evidence,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0778,TXN006986,FJI01,ACT,Australian Capital Territory,Energy usage,5110,Utilities,Sustainable Packaging Co,BOB-ESG-0778,PO-ESG-5371,62936.97,waste_kg_reduced,921.2,694.69,75.4,235.68,11.0,47,-27551.61,-0.27,Yes,ESG spend posted to non-ESG account or missing KPI link,Partial,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0779,TXN006987,NZL01,R&D,Research & Development,Supplier ESG premium,6010,Direct Materials,Climate Active Advisor,BOB-ESG-0779,PO-ESG-2337,35735.48,supplier_score,695.79,821.5,118.1,320.59,88.9,63,20090.51,-0.46,No,None,Missing,Ready,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0780,TXN006988,NZL01,WA,Western Australia Operations,Carbon offsets,5300,Professional Services,Energy Australia,BOB-ESG-0780,PO-ESG-7806,91581.42,waste_kg_reduced,910.59,1135.63,124.7,425.91,90.8,54,75791.79,0.14,No,None,Partial,Partial,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0781,TXN006989,AUS01,NSW,New South Wales Operations,Supplier ESG premium,6010,Direct Materials,Sustainable Packaging Co,BOB-ESG-0781,PO-ESG-6319,16103.63,waste_kg_reduced,151.02,151.51,100.3,485.22,61.6,58,67007.86,0.31,No,None,Partial,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0782,TXN006990,NZL01,R&D,Research & Development,Energy usage,5110,Utilities,Climate Active Advisor,BOB-ESG-0782,PO-ESG-1631,59917.64,renewable_kwh,525.33,632.64,120.4,176.66,46.1,71,-48987.26,-0.07,No,None,Missing,Partial,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0783,TXN006991,NZL01,TAS,Tasmania Operations,Renewable sourcing premium,6000,Cost of Goods Sold,Green Freight,BOB-ESG-0783,PO-ESG-3869,60545.51,supplier_score,564.63,649.14,115.0,305.01,43.8,59,-26036.55,-0.03,No,None,Partial,Partial,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0784,TXN006992,AUS01,IT,Information Technology,Compliance assurance,5320,Audit Fees,EcoVadis,BOB-ESG-0784,PO-ESG-6702,53436.49,audit_evidence_count,886.67,768.67,86.7,309.1,90.0,63,-16799.04,-0.76,Yes,ESG spend posted to non-ESG account or missing KPI link,Complete,Partial,Reclassify and link to KPI evidence,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0785,TXN006993,FJI01,SA,South Australia Operations,Renewable sourcing premium,6000,Cost of Goods Sold,Origin Energy,BOB-ESG-0785,PO-ESG-4511,40871.79,supplier_score,597.87,591.54,98.9,348.49,83.2,58,31541.41,-0.07,No,None,Partial,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0786,TXN006994,AUS01,OPS,Operations & Logistics,Compliance assurance,5320,Audit Fees,Carbon Neutral Pty Ltd,BOB-ESG-0786,PO-ESG-8122,117037.67,renewable_kwh,551.35,663.62,120.4,412.32,72.4,64,-13432.42,0.28,No,None,Partial,Partial,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0787,TXN006995,NZL01,R&D,Research & Development,Carbon offsets,5300,Professional Services,Sustainable Packaging Co,BOB-ESG-0787,PO-ESG-4650,46425.74,audit_evidence_count,613.19,443.47,72.3,517.25,57.2,79,-33643.89,-0.4,No,None,Complete,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0788,TXN006996,PNG01,WA,Western Australia Operations,Carbon offsets,5300,Professional Services,EcoVadis,BOB-ESG-0788,PO-ESG-2169,96591.01,audit_evidence_count,237.68,180.75,76.0,530.48,1.2,79,-41350.59,-0.74,No,None,Missing,Partial,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0789,TXN006997,FJI01,ACT,Australian Capital Territory,Waste reduction,5600,Telecommunications,Bureau Veritas,BOB-ESG-0789,PO-ESG-8717,82657.1,renewable_kwh,764.27,579.22,75.8,135.78,23.0,73,62535.34,0.38,No,None,Complete,Partial,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0790,TXN006998,NZL01,QLD,Queensland Operations,Waste reduction,5600,Telecommunications,EcoVadis,BOB-ESG-0790,PO-ESG-4464,75851.5,supplier_score,709.15,508.5,71.7,23.66,77.9,55,48174.78,0.23,No,None,Missing,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0791,TXN006999,PNG01,ACT,Australian Capital Territory,Energy usage,5110,Utilities,Bureau Veritas,BOB-ESG-0791,PO-ESG-7307,12559.8,renewable_kwh,780.8,808.25,103.5,263.38,55.5,90,37651.05,0.16,Yes,ESG spend posted to non-ESG account or missing KPI link,Missing,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0792,TXN007000,NZL01,QLD,Queensland Operations,Energy usage,5110,Utilities,Climate Active Advisor,BOB-ESG-0792,PO-ESG-7391,84468.51,tCO2e avoided,435.5,445.78,102.4,136.17,94.5,86,-18144.63,-0.7,No,None,Complete,Partial,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0793,TXN007001,PNG01,HR,Human Resources,Supplier ESG premium,6010,Direct Materials,Green Freight,BOB-ESG-0793,PO-ESG-4871,113437.89,audit_evidence_count,606.81,599.38,98.8,303.62,79.1,51,50048.72,0.16,No,None,Missing,Partial,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0794,TXN007002,NZL01,CORP,Corporate Head Office,Compliance assurance,5320,Audit Fees,EcoVadis,BOB-ESG-0794,PO-ESG-5267,16981.93,supplier_score,309.26,351.02,113.5,154.51,85.9,45,7762.36,-0.3,No,None,Partial,Ready,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0795,TXN007003,NZL01,CORP,Corporate Head Office,Fleet emissions,5400,Travel,Climate Active Advisor,BOB-ESG-0795,PO-ESG-7213,27935.67,waste_kg_reduced,715.6,712.42,99.6,166.45,19.4,85,-34495.67,0.28,No,None,Complete,Ready,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0796,TXN007004,NZL01,NSW,New South Wales Operations,Energy usage,5110,Utilities,Carbon Neutral Pty Ltd,BOB-ESG-0796,PO-ESG-5480,55792.59,audit_evidence_count,334.67,380.75,113.8,200.62,91.8,87,-5834.63,0.01,No,None,Complete,Partial,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0797,TXN007005,PNG01,FIN,Finance & Accounting,Fleet emissions,5400,Travel,Energy Australia,BOB-ESG-0797,PO-ESG-5764,89706.68,supplier_score,119.66,99.99,83.6,31.15,18.6,50,-2903.95,0.29,No,None,Partial,Ready,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0798,TXN007006,FJI01,IT,Information Technology,Sustainable packaging,6010,Direct Materials,EcoVadis,BOB-ESG-0798,PO-ESG-5169,88531.75,supplier_score,998.13,1008.66,101.1,34.96,96.6,51,39833.0,-0.17,Yes,ESG spend posted to non-ESG account or missing KPI link,Missing,Ready,Reclassify and link to KPI evidence,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0799,TXN007007,FJI01,CORP,Corporate Head Office,Sustainable packaging,6010,Direct Materials,Bureau Veritas,BOB-ESG-0799,PO-ESG-1036,53336.6,tCO2e avoided,189.84,151.68,79.9,234.33,30.2,96,64308.39,0.22,No,None,Missing,Partial,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0800,TXN007008,PNG01,WA,Western Australia Operations,Compliance assurance,5320,Audit Fees,Green Freight,BOB-ESG-0800,PO-ESG-9284,16535.99,tCO2e avoided,188.85,202.33,107.1,256.01,18.2,69,-48877.39,0.05,No,None,Missing,Partial,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0801,TXN007009,FJI01,QLD,Queensland Operations,Compliance assurance,5320,Audit Fees,Sustainable Packaging Co,BOB-ESG-0801,PO-ESG-8805,100049.66,audit_evidence_count,174.46,117.97,67.6,299.26,40.4,53,4318.08,0.3,Yes,ESG spend posted to non-ESG account or missing KPI link,Complete,Ready,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0802,TXN007010,NZL01,IT,Information Technology,Carbon offsets,5300,Professional Services,Carbon Neutral Pty Ltd,BOB-ESG-0802,PO-ESG-9173,20509.59,tCO2e avoided,572.3,525.53,91.8,207.24,21.9,75,-32278.26,-0.02,Yes,ESG spend posted to non-ESG account or missing KPI link,Missing,Ready,Reclassify and link to KPI evidence,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0803,TXN007011,NZL01,FIN,Finance & Accounting,Waste reduction,5600,Telecommunications,EcoVadis,BOB-ESG-0803,PO-ESG-7240,102994.13,renewable_kwh,559.82,699.38,124.9,442.8,13.8,69,41448.02,0.26,No,None,Complete,Partial,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0804,TXN007012,NZL01,NT,Northern Territory Operations,Compliance assurance,5320,Audit Fees,Energy Australia,BOB-ESG-0804,PO-ESG-2271,51603.62,waste_kg_reduced,616.87,481.72,78.1,335.37,26.6,85,44998.7,-0.09,No,None,Complete,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0805,TXN007013,AUS01,VIC,Victoria Operations,Waste reduction,5600,Telecommunications,Climate Active Advisor,BOB-ESG-0805,PO-ESG-2601,22084.19,renewable_kwh,167.3,199.48,119.2,158.54,29.0,98,81100.5,0.3,No,None,Complete,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0806,TXN007014,AUS01,CORP,Corporate Head Office,Energy usage,5110,Utilities,EcoVadis,BOB-ESG-0806,PO-ESG-6678,47810.77,audit_evidence_count,108.57,127.4,117.3,50.3,79.4,68,29588.44,0.18,Yes,ESG spend posted to non-ESG account or missing KPI link,Missing,Ready,Reclassify and link to KPI evidence,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0807,TXN007015,FJI01,MKT,Marketing & Sales,Waste reduction,5600,Telecommunications,Green Freight,BOB-ESG-0807,PO-ESG-7950,57484.64,waste_kg_reduced,688.48,492.02,71.5,488.95,52.4,59,68440.38,-0.19,No,None,Missing,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0808,TXN007016,FJI01,HR,Human Resources,Sustainable packaging,6010,Direct Materials,Bureau Veritas,BOB-ESG-0808,PO-ESG-2278,67510.74,tCO2e avoided,74.48,77.24,103.7,310.27,4.5,53,71354.74,0.23,No,None,Missing,Ready,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0809,TXN007017,AUS01,QLD,Queensland Operations,Compliance assurance,5320,Audit Fees,Origin Energy,BOB-ESG-0809,PO-ESG-2972,43287.89,waste_kg_reduced,811.04,669.65,82.6,381.64,71.0,61,-45149.66,0.02,No,None,Partial,Ready,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0810,TXN007018,NZL01,HR,Human Resources,Supplier ESG premium,6010,Direct Materials,Carbon Neutral Pty Ltd,BOB-ESG-0810,PO-ESG-4746,43360.48,supplier_score,491.64,325.25,66.2,488.07,50.6,76,18045.27,-0.71,No,None,Missing,Ready,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0811,TXN007019,NZL01,HR,Human Resources,Supplier ESG premium,6010,Direct Materials,EcoVadis,BOB-ESG-0811,PO-ESG-8175,93460.29,waste_kg_reduced,523.59,567.53,108.4,194.43,9.2,61,17849.5,0.18,No,None,Missing,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0812,TXN007020,NZL01,ACT,Australian Capital Territory,Energy usage,5110,Utilities,Energy Australia,BOB-ESG-0812,PO-ESG-9079,117382.99,renewable_kwh,450.06,530.67,117.9,130.12,61.6,90,23682.43,0.11,No,None,Complete,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0813,TXN007021,FJI01,WA,Western Australia Operations,Energy usage,5110,Utilities,Green Freight,BOB-ESG-0813,PO-ESG-1551,97916.12,waste_kg_reduced,155.87,161.38,103.5,61.53,95.7,89,42007.02,-0.08,No,None,Complete,Needs review,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0814,TXN007022,PNG01,WA,Western Australia Operations,Energy usage,5110,Utilities,Origin Energy,BOB-ESG-0814,PO-ESG-1790,109610.21,audit_evidence_count,233.97,191.1,81.7,65.33,46.1,47,-35714.47,-0.71,No,None,Missing,Ready,CFO approval for material ESG spend,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0815,TXN007023,FJI01,WA,Western Australia Operations,Energy usage,5110,Utilities,Carbon Neutral Pty Ltd,BOB-ESG-0815,PO-ESG-4682,10942.13,tCO2e avoided,809.0,973.27,120.3,540.9,24.0,62,41842.11,-0.45,No,None,Partial,Partial,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0816,TXN007024,AUS01,NSW,New South Wales Operations,Supplier ESG premium,6010,Direct Materials,Bureau Veritas,BOB-ESG-0816,PO-ESG-5670,78035.09,audit_evidence_count,767.46,819.92,106.8,98.38,7.5,64,68299.45,-0.77,No,None,Complete,Ready,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0817,TXN007025,NZL01,ACT,Australian Capital Territory,Renewable sourcing premium,6000,Cost of Goods Sold,Origin Energy,BOB-ESG-0817,PO-ESG-3176,26488.07,renewable_kwh,98.56,89.25,90.6,142.01,63.2,80,-29015.21,-0.31,Yes,ESG spend posted to non-ESG account or missing KPI link,Missing,Partial,Reclassify and link to KPI evidence,Yes,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 3 - ESG,2026-06,ESG-MAR26-0818,TXN007026,NZL01,FIN,Finance & Accounting,Carbon offsets,5300,Professional Services,Sustainable Packaging Co,BOB-ESG-0818,PO-ESG-4205,67322.92,waste_kg_reduced,488.02,552.46,113.2,83.73,35.5,61,52815.79,-0.36,No,None,Missing,Ready,No action,No,IBMBOB_ESG_Cost_KPI_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
